,home_wins,home_draws,home_losses,home_goals,home_oppos_goals,home_shots,home_oppos_shots,home_shotontarget,home_oppos_shotontarget,away_wins,away_draws,away_losses,away_goals,away_oppos_goals,away_shots,away_oppos_shots,away_shotontarget,away_oppos_shotontarget,home_oppos_wins,home_oppos_draws,home_oppos_losses,home_fouls,home_yellowcards,home_redcards,home_cornerkicks,home_oppos_cornerkicks,home_oppos_fouls,home_oppos_yellowcards,home_oppos_redcards,away_fouls,away_yellowcards,away_redcards,away_cornerkicks,away_oppos_cornerkicks,away_oppos_fouls,away_oppos_yellowcards,away_oppos_redcards,wins,draws,losses,oppos_wins,oppos_draws,oppos_losses,goals,shots,shotontarget,cornerkicks,fouls,yellowcards,redcards,oppos_goals,oppos_shots,oppos_shotontarget,oppos_cornerkicks,oppos_fouls,oppos_yellowcards,oppos_redcards
2215,0.4,0.2,0.4,1.6,3.0,16.4,23.666666666666668,4.6,9.333333333333334,0.4,0.4,0.2,1.2,0.3333333333333333,8.8,10.0,2.0,2.6666666666666665,1.0,0.0,0.0,10.2,0.8,0.0,6.8,7.0,8.0,0.6666666666666666,0.0,10.2,1.4,0.0,3.4,6.0,7.333333333333333,1.3333333333333333,0.3333333333333333,0.0,-0.2,0.2,1.0,0.0,0.0,0.40000000000000013,7.599999999999998,2.5999999999999996,3.4,0.0,-0.5999999999999999,0.0,2.6666666666666665,13.666666666666668,6.666666666666668,1.0,0.666666666666667,-0.6666666666666666,-0.3333333333333333
2216,0.4,0.2,0.4,1.2,2.6666666666666665,11.8,10.0,3.4,5.0,0.0,0.2,0.8,0.8,1.0,12.4,11.333333333333334,4.2,3.6666666666666665,0.6666666666666666,0.3333333333333333,0.0,12.4,1.4,0.4,5.8,3.6666666666666665,11.666666666666666,2.0,0.0,10.6,1.0,0.0,3.6,6.666666666666667,8.333333333333334,1.3333333333333333,0.0,0.4,0.0,-0.4,0.6666666666666666,0.3333333333333333,0.0,0.3999999999999999,-0.5999999999999996,-0.8000000000000003,2.1999999999999997,1.8000000000000007,0.3999999999999999,0.4,1.6666666666666665,-1.333333333333334,1.3333333333333335,-3.0000000000000004,3.333333333333332,0.6666666666666667,0.0
2217,0.6,0.2,0.2,1.6,1.3333333333333333,11.0,13.333333333333334,2.6,4.0,0.6,0.4,0.0,2.2,3.6666666666666665,15.8,20.333333333333332,5.2,7.666666666666667,0.0,0.3333333333333333,0.6666666666666666,12.2,1.6,0.0,4.0,4.333333333333333,12.0,2.0,0.0,9.2,1.6,0.0,6.4,4.333333333333333,13.333333333333334,0.3333333333333333,0.3333333333333333,0.0,-0.2,0.2,0.0,0.3333333333333333,0.6666666666666666,-0.6000000000000001,-4.800000000000001,-2.6,-2.4000000000000004,3.0,0.0,0.0,-2.333333333333333,-6.999999999999998,-3.666666666666667,0.0,-1.333333333333334,1.6666666666666667,-0.3333333333333333
2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,0.6,0.4,0.0,1.8,1.0,14.2,9.666666666666666,4.6,3.0,0.4,0.2,0.4,2.2,1.6666666666666667,14.2,20.666666666666668,5.6,7.333333333333333,0.3333333333333333,0.0,0.6666666666666666,12.0,2.2,0.2,6.0,5.333333333333333,10.0,2.3333333333333335,0.0,10.0,1.2,0.2,5.0,6.666666666666667,11.666666666666666,1.6666666666666667,0.0,0.19999999999999996,0.2,-0.4,0.3333333333333333,0.0,0.6666666666666666,-0.40000000000000013,0.0,-1.0,1.0,2.0,1.0000000000000002,0.0,-0.6666666666666667,-11.000000000000002,-4.333333333333333,-1.333333333333334,-1.666666666666666,0.6666666666666667,0.0
2220,0.6,0.2,0.2,2.8,1.0,14.8,12.333333333333334,7.4,3.3333333333333335,0.4,0.4,0.2,1.4,2.0,11.8,11.666666666666666,4.0,4.666666666666667,0.6666666666666666,0.0,0.3333333333333333,12.6,1.6,0.2,6.4,6.333333333333333,10.333333333333334,2.0,0.0,10.8,1.0,0.0,3.4,3.6666666666666665,10.333333333333334,3.0,0.0,0.19999999999999996,-0.2,0.0,0.6666666666666666,0.0,0.3333333333333333,1.4,3.0,3.4000000000000004,3.0000000000000004,1.799999999999999,0.6000000000000001,0.2,-1.0,0.6666666666666679,-1.3333333333333335,2.6666666666666665,0.0,-1.0,0.0
2221,0.0,0.8,0.2,0.8,0.6666666666666666,15.4,11.0,4.8,4.333333333333333,0.8,0.2,0.0,1.2,1.3333333333333333,13.0,14.333333333333334,4.0,4.0,0.0,0.6666666666666666,0.3333333333333333,9.4,0.8,0.0,5.2,6.666666666666667,14.333333333333334,3.6666666666666665,0.0,10.0,1.0,0.0,8.2,7.0,15.333333333333334,1.6666666666666667,0.0,-0.8,0.6000000000000001,0.2,0.0,0.6666666666666666,0.3333333333333333,-0.3999999999999999,2.4000000000000004,0.7999999999999998,-2.999999999999999,-0.5999999999999996,-0.19999999999999996,0.0,-0.6666666666666666,-3.333333333333334,0.33333333333333304,-0.33333333333333304,-1.0,1.9999999999999998,0.0
2222,0.4,0.4,0.2,1.6,0.0,17.8,7.666666666666667,6.8,3.0,0.8,0.0,0.2,1.2,1.3333333333333333,8.6,9.666666666666666,2.8,3.0,0.0,0.3333333333333333,0.6666666666666666,9.6,1.0,0.0,6.6,2.3333333333333335,11.0,2.0,0.0,12.4,1.6,0.2,5.2,3.6666666666666665,14.333333333333334,2.3333333333333335,0.0,-0.4,0.4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.40000000000000013,9.200000000000001,4.0,1.3999999999999995,-2.8000000000000007,-0.6000000000000001,-0.2,-1.3333333333333333,-1.9999999999999991,0.0,-1.333333333333333,-3.333333333333334,-0.3333333333333335,0.0
2223,0.2,0.4,0.4,1.2,1.3333333333333333,12.8,12.333333333333334,4.8,3.6666666666666665,0.2,0.2,0.6,1.2,1.3333333333333333,10.4,16.666666666666668,5.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.4,1.4,0.0,7.2,4.333333333333333,12.0,1.3333333333333333,0.0,8.4,0.8,0.2,7.0,7.0,8.666666666666666,2.0,0.0,0.0,0.2,-0.19999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2.4000000000000004,-0.20000000000000018,0.20000000000000018,5.0,0.5999999999999999,-0.2,0.0,-4.333333333333334,-0.3333333333333335,-2.666666666666667,3.333333333333334,-0.6666666666666667,0.0
2224,0.4,0.4,0.2,1.8,0.6666666666666666,14.2,6.333333333333333,4.8,2.3333333333333335,0.6,0.2,0.2,2.0,1.6666666666666667,18.2,14.666666666666666,5.0,5.666666666666667,0.0,0.6666666666666666,0.3333333333333333,9.6,2.2,0.0,6.6,1.3333333333333333,12.333333333333334,2.0,0.0,9.4,0.6,0.0,8.0,7.666666666666667,16.333333333333332,3.0,0.3333333333333333,-0.19999999999999996,0.2,0.0,0.0,0.6666666666666666,0.3333333333333333,-0.19999999999999996,-4.0,-0.20000000000000018,-1.4000000000000004,0.1999999999999993,1.6,0.0,-1.0,-8.333333333333332,-3.3333333333333335,-6.333333333333334,-3.9999999999999982,-1.0,-0.3333333333333333
2225,0.0,0.4,0.6,0.6,1.3333333333333333,10.2,11.333333333333334,4.6,3.0,0.6,0.2,0.2,1.8,1.0,14.6,13.0,4.4,3.0,0.6666666666666666,0.0,0.3333333333333333,8.8,0.8,0.4,6.8,6.333333333333333,10.666666666666666,1.0,0.0,10.4,1.4,0.4,7.6,7.666666666666667,13.0,2.0,0.0,-0.6,0.2,0.39999999999999997,0.6666666666666666,0.0,0.3333333333333333,-1.2000000000000002,-4.4,0.1999999999999993,-0.7999999999999998,-1.5999999999999996,-0.5999999999999999,0.0,0.33333333333333326,-1.666666666666666,0.0,-1.333333333333334,-2.333333333333334,-1.0,0.0
2226,0.6,0.0,0.4,0.6,1.6666666666666667,8.2,14.666666666666666,2.0,6.0,0.0,0.0,1.0,0.2,0.6666666666666666,9.2,6.333333333333333,2.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.0,10.2,1.4,0.2,6.2,8.0,11.666666666666666,1.0,0.0,10.2,1.8,0.2,4.4,2.6666666666666665,11.666666666666666,1.3333333333333333,0.3333333333333333,0.6,0.0,-0.6,0.6666666666666666,0.3333333333333333,0.0,0.39999999999999997,-1.0,0.0,1.7999999999999998,0.0,-0.40000000000000013,0.0,1.0,8.333333333333332,3.6666666666666665,5.333333333333334,0.0,-0.33333333333333326,-0.3333333333333333
2227,0.0,0.2,0.8,1.0,1.3333333333333333,12.4,8.333333333333334,4.2,3.3333333333333335,0.6,0.2,0.2,1.4,2.3333333333333335,11.2,13.666666666666666,3.4,5.666666666666667,0.0,0.3333333333333333,0.6666666666666666,10.8,1.0,0.0,3.6,4.666666666666667,12.333333333333334,1.6666666666666667,0.3333333333333333,13.0,2.2,0.0,3.6,4.333333333333333,10.333333333333334,1.6666666666666667,0.0,-0.6,0.0,0.6000000000000001,0.0,0.3333333333333333,0.6666666666666666,-0.3999999999999999,1.200000000000001,0.8000000000000003,0.0,-2.1999999999999993,-1.2000000000000002,0.0,-1.0000000000000002,-5.333333333333332,-2.3333333333333335,0.3333333333333339,2.0,0.0,0.3333333333333333
2228,0.4,0.2,0.4,0.8,1.6666666666666667,9.2,15.666666666666666,2.8,6.333333333333333,0.0,0.8,0.2,0.8,0.3333333333333333,15.8,11.333333333333334,4.2,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.0,11.8,2.2,0.0,3.2,7.0,11.0,1.6666666666666667,0.0,9.4,1.0,0.0,4.2,5.666666666666667,13.333333333333334,2.3333333333333335,0.6666666666666666,0.4,-0.6000000000000001,0.2,0.6666666666666666,0.3333333333333333,0.0,0.0,-6.600000000000001,-1.4000000000000004,-1.0,2.4000000000000004,1.2000000000000002,0.0,1.3333333333333335,4.333333333333332,3.6666666666666665,1.333333333333333,-2.333333333333334,-0.6666666666666667,-0.6666666666666666
2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,0.4,0.4,0.2,2.4,2.0,13.8,15.333333333333334,5.8,5.666666666666667,0.2,0.4,0.4,0.8,1.0,13.8,12.333333333333334,5.0,3.0,1.0,0.0,0.0,8.6,0.6,0.2,5.2,5.333333333333333,13.0,2.0,0.0,12.0,1.2,0.0,8.2,6.333333333333333,16.0,1.3333333333333333,0.3333333333333333,0.2,0.0,-0.2,1.0,0.0,0.0,1.5999999999999999,0.0,0.7999999999999998,-2.999999999999999,-3.4000000000000004,-0.6,0.2,1.0,3.0,2.666666666666667,-1.0,-3.0,0.6666666666666667,-0.3333333333333333
2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,1.0,0.0,0.0,1.2,1.3333333333333333,12.0,13.666666666666666,4.4,5.666666666666667,0.4,0.6,0.0,2.2,1.3333333333333333,16.2,11.333333333333334,5.4,4.0,0.6666666666666666,0.0,0.3333333333333333,9.8,1.2,0.0,7.4,5.0,13.666666666666666,2.0,0.0,12.0,2.4,0.2,6.4,7.666666666666667,9.666666666666666,1.3333333333333333,0.3333333333333333,0.6,-0.6,0.0,0.6666666666666666,0.0,0.3333333333333333,-1.0000000000000002,-4.199999999999999,-1.0,1.0,-2.1999999999999993,-1.2,-0.2,0.0,2.333333333333332,1.666666666666667,-2.666666666666667,4.0,0.6666666666666667,-0.3333333333333333
2233,0.2,0.4,0.4,1.4,2.3333333333333335,12.0,14.666666666666666,4.2,6.666666666666667,0.6,0.4,0.0,2.2,1.0,19.2,12.0,8.0,4.666666666666667,0.6666666666666666,0.3333333333333333,0.0,11.4,1.2,0.0,3.0,4.666666666666667,12.666666666666666,1.3333333333333333,0.0,9.4,1.0,0.0,6.4,5.666666666666667,15.666666666666666,1.6666666666666667,0.6666666666666666,-0.39999999999999997,0.0,0.4,0.6666666666666666,0.3333333333333333,0.0,-0.8000000000000003,-7.199999999999999,-3.8,-3.4000000000000004,2.0,0.19999999999999996,0.0,1.3333333333333335,2.666666666666666,2.0,-1.0,-3.0,-0.3333333333333335,-0.6666666666666666
2234,0.2,0.2,0.6,1.4,0.3333333333333333,12.0,8.666666666666666,5.0,1.6666666666666667,0.6,0.2,0.2,1.8,4.333333333333333,16.0,17.333333333333332,4.8,8.333333333333334,0.0,0.0,1.0,10.8,1.2,0.0,3.2,3.0,8.0,1.3333333333333333,0.0,10.4,1.2,0.0,6.8,5.333333333333333,11.0,3.6666666666666665,0.0,-0.39999999999999997,0.0,0.39999999999999997,0.0,0.0,1.0,-0.40000000000000013,-4.0,0.20000000000000018,-3.5999999999999996,0.40000000000000036,0.0,0.0,-3.9999999999999996,-8.666666666666666,-6.666666666666667,-2.333333333333333,-3.0,-2.333333333333333,0.0
2235,0.6,0.2,0.2,2.2,0.6666666666666666,17.0,18.0,6.6,6.0,0.0,0.6,0.4,0.4,0.6666666666666666,8.6,10.333333333333334,3.4,3.3333333333333335,0.0,1.0,0.0,12.6,1.4,0.2,6.6,8.333333333333334,11.333333333333334,2.0,0.0,8.0,0.6,0.2,5.6,3.3333333333333335,10.0,2.6666666666666665,0.0,0.6,-0.39999999999999997,-0.2,0.0,1.0,0.0,1.8000000000000003,8.4,3.1999999999999997,1.0,4.6,0.7999999999999999,0.0,0.0,7.666666666666666,2.6666666666666665,5.0,1.333333333333334,-0.6666666666666665,0.0
2236,0.6,0.0,0.4,0.6,1.0,8.0,13.666666666666666,2.2,3.3333333333333335,0.2,0.6,0.2,0.8,0.3333333333333333,12.4,9.666666666666666,4.6,3.3333333333333335,0.6666666666666666,0.3333333333333333,0.0,10.6,1.2,0.2,7.2,6.666666666666667,11.666666666666666,1.6666666666666667,0.0,12.2,1.4,0.0,8.0,6.0,12.333333333333334,2.0,0.0,0.39999999999999997,-0.6,0.2,0.6666666666666666,0.3333333333333333,0.0,-0.20000000000000007,-4.4,-2.3999999999999995,-0.7999999999999998,-1.5999999999999996,-0.19999999999999996,0.2,0.6666666666666667,4.0,0.0,0.666666666666667,-0.6666666666666679,-0.33333333333333326,0.0
2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,0.4,0.6,0.0,2.4,2.0,14.4,17.333333333333332,6.2,7.0,0.2,0.2,0.6,0.4,1.0,10.2,9.0,1.6,2.3333333333333335,0.6666666666666666,0.0,0.3333333333333333,8.4,0.6,0.2,5.8,5.333333333333333,8.666666666666666,1.3333333333333333,0.0,9.4,0.8,0.0,5.6,3.3333333333333335,10.0,1.6666666666666667,0.0,0.2,0.39999999999999997,-0.6,0.6666666666666666,0.0,0.3333333333333333,2.0,4.200000000000001,4.6,0.20000000000000018,-1.0,-0.20000000000000007,0.2,1.0,8.333333333333332,4.666666666666666,1.9999999999999996,-1.333333333333334,-0.3333333333333335,0.0
2239,0.0,0.0,1.0,0.2,1.0,10.2,8.333333333333334,2.0,2.3333333333333335,0.6,0.2,0.2,1.8,2.6666666666666665,15.0,18.666666666666668,4.2,6.666666666666667,0.0,0.6666666666666666,0.3333333333333333,10.2,1.8,0.2,4.8,3.0,10.333333333333334,1.3333333333333333,0.0,11.4,1.2,0.2,7.2,8.0,13.333333333333334,1.3333333333333333,0.0,-0.6,-0.2,0.8,0.0,0.6666666666666666,0.3333333333333333,-1.6,-4.800000000000001,-2.2,-2.4000000000000004,-1.200000000000001,0.6000000000000001,0.0,-1.6666666666666665,-10.333333333333334,-4.333333333333334,-5.0,-3.0,0.0,0.0
2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,0.6,0.2,0.2,2.6,0.6666666666666666,20.6,10.0,8.2,3.3333333333333335,0.2,0.4,0.4,1.6,1.0,10.4,10.0,5.2,2.3333333333333335,0.3333333333333333,0.0,0.6666666666666666,11.0,1.2,0.0,7.2,5.0,8.666666666666666,2.0,0.0,11.6,1.8,0.0,3.4,5.0,12.0,2.3333333333333335,0.3333333333333333,0.39999999999999997,-0.2,-0.2,0.3333333333333333,0.0,0.6666666666666666,1.0,10.200000000000001,2.999999999999999,3.8000000000000003,-0.5999999999999996,-0.6000000000000001,0.0,-0.33333333333333337,0.0,1.0,0.0,-3.333333333333334,-0.3333333333333335,-0.3333333333333333
2242,0.6,0.2,0.2,2.0,1.3333333333333333,14.8,13.666666666666666,5.2,4.666666666666667,0.2,0.2,0.6,1.2,1.3333333333333333,11.2,10.333333333333334,3.6,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,10.0,1.4,0.0,5.8,6.333333333333333,11.666666666666666,1.6666666666666667,0.0,11.8,1.2,0.0,3.2,2.6666666666666665,6.666666666666667,0.6666666666666666,0.0,0.39999999999999997,0.0,-0.39999999999999997,0.3333333333333333,0.0,0.6666666666666666,0.8,3.6000000000000014,1.6,2.5999999999999996,-1.8000000000000007,0.19999999999999996,0.0,0.0,3.333333333333332,1.0000000000000004,3.6666666666666665,4.999999999999999,1.0,0.0
2243,0.8,0.2,0.0,1.4,1.6666666666666667,10.4,14.333333333333334,3.4,5.0,0.4,0.2,0.4,1.2,0.6666666666666666,11.4,9.0,3.0,3.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,10.4,1.0,0.2,5.8,5.333333333333333,11.666666666666666,1.0,0.0,12.0,2.0,0.0,4.0,2.6666666666666665,5.0,1.3333333333333333,0.0,0.4,0.0,-0.4,0.6666666666666666,0.0,0.3333333333333333,0.19999999999999996,-1.0,0.3999999999999999,1.7999999999999998,-1.5999999999999996,-1.0,0.2,1.0,5.333333333333334,1.3333333333333335,2.6666666666666665,6.666666666666666,-0.33333333333333326,0.0
2244,0.2,0.6,0.2,1.0,0.3333333333333333,14.0,9.666666666666666,3.6,3.3333333333333335,0.6,0.4,0.0,2.4,1.6666666666666667,15.6,19.666666666666668,6.8,6.666666666666667,0.0,0.3333333333333333,0.6666666666666666,9.4,1.2,0.0,3.4,2.3333333333333335,10.0,1.3333333333333333,0.0,9.2,0.2,0.0,5.8,3.6666666666666665,7.333333333333333,1.6666666666666667,0.0,-0.39999999999999997,0.19999999999999996,0.2,0.0,0.3333333333333333,0.6666666666666666,-1.4,-1.5999999999999996,-3.1999999999999997,-2.4,0.20000000000000107,1.0,0.0,-1.3333333333333335,-10.000000000000002,-3.3333333333333335,-1.333333333333333,2.666666666666667,-0.3333333333333335,0.0
2245,0.8,0.2,0.0,2.6,1.3333333333333333,18.6,10.0,7.0,2.6666666666666665,0.0,0.2,0.8,0.2,0.6666666666666666,10.0,11.333333333333334,1.4,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.0,0.6,0.0,5.2,6.0,11.666666666666666,1.6666666666666667,0.0,10.6,0.8,0.0,6.0,5.333333333333333,9.333333333333334,2.3333333333333335,0.0,0.8,0.0,-0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4,8.600000000000001,5.6,-0.7999999999999998,-0.5999999999999996,-0.20000000000000007,0.0,0.6666666666666666,-1.333333333333334,-1.3333333333333335,0.666666666666667,2.333333333333332,-0.6666666666666667,0.0
2246,0.4,0.6,0.0,2.0,2.3333333333333335,17.4,15.333333333333334,7.6,7.333333333333333,0.4,0.2,0.4,0.8,0.6666666666666666,11.4,10.0,3.4,4.333333333333333,0.6666666666666666,0.3333333333333333,0.0,8.8,1.0,0.0,6.2,6.666666666666667,6.333333333333333,0.3333333333333333,0.0,10.2,1.6,0.0,6.0,2.6666666666666665,7.0,0.6666666666666666,0.0,0.0,0.39999999999999997,-0.4,0.6666666666666666,0.3333333333333333,0.0,1.2,5.999999999999998,4.199999999999999,0.20000000000000018,-1.3999999999999986,-0.6000000000000001,0.0,1.666666666666667,5.333333333333334,3.0,4.0,-0.666666666666667,-0.3333333333333333,0.0
2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,0.2,0.4,0.4,1.8,1.6666666666666667,8.2,10.0,4.2,2.3333333333333335,0.2,0.6,0.2,0.8,3.0,11.0,12.666666666666666,3.8,6.0,0.0,0.6666666666666666,0.3333333333333333,12.2,1.2,0.0,3.8,6.0,12.0,1.3333333333333333,0.0,11.8,1.6,0.0,6.4,5.333333333333333,12.0,1.6666666666666667,0.0,0.0,-0.19999999999999996,0.2,0.0,0.6666666666666666,0.3333333333333333,1.0,-2.8000000000000007,0.40000000000000036,-2.6000000000000005,0.3999999999999986,-0.40000000000000013,0.0,-1.3333333333333333,-2.666666666666666,-3.6666666666666665,0.666666666666667,0.0,-0.3333333333333335,0.0
2249,0.2,0.2,0.6,1.0,0.6666666666666666,11.4,13.666666666666666,3.6,5.333333333333333,0.2,0.6,0.2,0.8,2.0,14.2,13.666666666666666,3.6,4.333333333333333,0.0,0.3333333333333333,0.6666666666666666,10.8,1.0,0.0,3.8,6.0,13.666666666666666,2.6666666666666665,0.3333333333333333,9.6,1.4,0.0,4.4,8.0,9.666666666666666,2.0,0.0,0.0,-0.39999999999999997,0.39999999999999997,0.0,0.3333333333333333,0.6666666666666666,0.19999999999999996,-2.799999999999999,0.0,-0.6000000000000005,1.200000000000001,-0.3999999999999999,0.0,-1.3333333333333335,0.0,1.0,-2.0,4.0,0.6666666666666665,0.3333333333333333
2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,0.0,0.4,0.6,0.4,1.0,11.2,14.666666666666666,2.0,3.6666666666666665,0.2,0.8,0.0,2.4,1.3333333333333333,17.4,12.0,6.0,5.0,0.0,0.6666666666666666,0.3333333333333333,11.6,0.8,0.0,6.6,3.3333333333333335,13.333333333333334,1.3333333333333333,0.0,12.4,2.4,0.2,5.8,2.6666666666666665,12.666666666666666,0.6666666666666666,0.0,-0.2,-0.4,0.6,0.0,0.6666666666666666,0.3333333333333333,-2.0,-6.199999999999999,-4.0,0.7999999999999998,-0.8000000000000007,-1.5999999999999999,-0.2,-0.33333333333333326,2.666666666666666,-1.3333333333333335,0.666666666666667,0.6666666666666679,0.6666666666666666,0.0
2252,0.8,0.0,0.2,1.0,2.3333333333333335,9.8,12.666666666666666,4.0,4.0,0.8,0.2,0.0,2.0,2.3333333333333335,12.0,8.666666666666666,5.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.8,1.4,0.0,8.2,5.333333333333333,8.0,0.6666666666666666,0.3333333333333333,12.6,1.2,0.2,5.0,2.0,9.333333333333334,0.6666666666666666,0.0,0.0,-0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.0,-2.1999999999999993,-1.0,3.1999999999999993,-0.7999999999999989,0.19999999999999996,-0.2,0.0,4.0,1.0,3.333333333333333,-1.333333333333334,0.0,0.3333333333333333
2253,0.6,0.2,0.2,2.2,0.3333333333333333,16.2,12.666666666666666,4.8,5.333333333333333,0.8,0.2,0.0,2.8,2.6666666666666665,11.8,15.333333333333334,6.0,7.0,0.0,0.0,1.0,10.8,0.8,0.0,8.6,5.333333333333333,9.666666666666666,1.0,0.0,9.8,1.2,0.0,5.4,6.666666666666667,13.333333333333334,1.6666666666666667,0.3333333333333333,-0.20000000000000007,0.0,0.2,0.0,0.0,1.0,-0.5999999999999996,4.399999999999999,-1.2000000000000002,3.1999999999999993,1.0,-0.3999999999999999,0.0,-2.333333333333333,-2.666666666666668,-1.666666666666667,-1.333333333333334,-3.666666666666668,-0.6666666666666667,-0.3333333333333333
2254,0.4,0.2,0.4,0.8,0.3333333333333333,10.8,9.666666666666666,2.4,2.3333333333333335,0.6,0.4,0.0,2.6,2.0,19.6,15.666666666666666,7.2,6.0,0.0,0.0,1.0,11.8,2.4,0.0,4.6,4.666666666666667,8.0,0.3333333333333333,0.0,10.0,0.8,0.0,7.2,6.333333333333333,12.0,2.3333333333333335,0.0,-0.19999999999999996,-0.2,0.4,0.0,0.0,1.0,-1.8,-8.8,-4.800000000000001,-2.6000000000000005,1.8000000000000007,1.5999999999999999,0.0,-1.6666666666666667,-6.0,-3.6666666666666665,-1.666666666666666,-4.0,-2.0,0.0
2255,0.4,0.2,0.4,2.0,2.0,13.6,12.0,4.6,5.333333333333333,0.6,0.4,0.0,2.4,1.6666666666666667,18.6,10.0,5.8,4.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.0,2.0,0.2,7.8,2.6666666666666665,9.333333333333334,1.3333333333333333,0.0,10.4,0.6,0.0,5.4,5.0,12.333333333333334,2.6666666666666665,0.0,-0.19999999999999996,-0.2,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3999999999999999,-5.000000000000002,-1.2000000000000002,2.3999999999999995,-0.40000000000000036,1.4,0.2,0.33333333333333326,2.0,0.6666666666666661,-2.3333333333333335,-3.0,-1.3333333333333333,0.0
2256,0.0,0.0,1.0,1.0,0.3333333333333333,10.2,10.666666666666666,3.0,3.3333333333333335,0.4,0.4,0.2,1.6,0.6666666666666666,7.6,11.0,4.0,4.333333333333333,0.0,0.6666666666666666,0.3333333333333333,10.6,2.4,0.4,4.6,6.333333333333333,13.666666666666666,4.0,0.0,12.2,1.6,0.0,3.6,6.333333333333333,7.666666666666667,0.6666666666666666,0.3333333333333333,-0.4,-0.4,0.8,0.0,0.6666666666666666,0.3333333333333333,-0.6000000000000001,2.5999999999999996,-1.0,0.9999999999999996,-1.5999999999999996,0.7999999999999998,0.4,-0.3333333333333333,-0.3333333333333339,-0.9999999999999996,0.0,5.999999999999999,3.3333333333333335,-0.3333333333333333
2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,0.2,0.4,0.4,0.4,1.6666666666666667,10.4,11.333333333333334,3.4,3.0,0.0,0.4,0.6,0.8,1.0,11.8,16.666666666666668,3.0,4.0,0.6666666666666666,0.3333333333333333,0.0,10.4,1.2,0.0,7.0,5.333333333333333,12.666666666666666,2.0,0.0,10.6,1.2,0.0,3.8,7.666666666666667,10.666666666666666,1.6666666666666667,0.0,0.2,0.0,-0.19999999999999996,0.6666666666666666,0.3333333333333333,0.0,-0.4,-1.4000000000000004,0.3999999999999999,3.2,-0.1999999999999993,0.0,0.0,0.6666666666666667,-5.333333333333334,-1.0,-2.333333333333334,2.0,0.33333333333333326,0.0
2259,0.6,0.4,0.0,2.0,2.3333333333333335,13.2,12.0,5.0,4.0,0.2,0.6,0.2,0.8,2.0,8.6,14.666666666666666,3.8,3.6666666666666665,0.3333333333333333,0.6666666666666666,0.0,12.0,1.0,0.4,4.6,4.0,12.0,1.0,0.0,8.4,1.0,0.4,4.0,6.666666666666667,7.666666666666667,1.0,0.0,0.39999999999999997,-0.19999999999999996,-0.2,0.3333333333333333,0.6666666666666666,0.0,1.2,4.6,1.2000000000000002,0.5999999999999996,3.5999999999999996,0.0,0.0,0.3333333333333335,-2.666666666666666,0.3333333333333335,-2.666666666666667,4.333333333333333,0.0,0.0
2260,0.4,0.0,0.6,0.8,0.6666666666666666,12.8,10.0,4.0,3.3333333333333335,0.6,0.2,0.2,1.0,2.0,13.0,14.333333333333334,4.6,5.333333333333333,0.3333333333333333,0.0,0.6666666666666666,8.6,1.0,0.0,6.0,3.6666666666666665,10.0,2.3333333333333335,0.0,12.6,1.8,0.0,8.4,6.333333333333333,9.0,1.3333333333333333,0.0,-0.19999999999999996,-0.2,0.39999999999999997,0.3333333333333333,0.0,0.6666666666666666,-0.19999999999999996,-0.1999999999999993,-0.5999999999999996,-2.4000000000000004,-4.0,-0.8,0.0,-1.3333333333333335,-4.333333333333334,-1.9999999999999996,-2.6666666666666665,1.0,1.0000000000000002,0.0
